Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Total Packets,Percent Filtered,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
"192.168.1.177",57065,"34.120.158.37",443,26,19778,624,0,0,13,2528,13,17250,4035.385435,0.224713999999949,89998,614113
"192.168.1.177",57066,"34.120.158.37",443,226,1530007,625,0,0,64,5285,162,1524722,4035.405883,0.2911690000000817,145207,41892426
"192.168.1.177",57067,"34.120.158.37",443,141,438732,626,0,0,32,3557,109,435175,4035.484508,0.25058099999978367,113560,13893311
"192.168.1.177",57068,"34.120.158.37",443,27,6642,627,0,0,13,2527,14,4115,4035.527953,0.22948500000029526,88092,143451
"192.168.1.177",57069,"34.120.158.37",443,25,4802,628,0,0,13,2543,12,2259,4035.551276,0.22536499999978332,90271,80189
"192.168.1.177",57070,"34.120.158.37",443,24,4427,629,0,0,12,2489,12,1938,4035.569742,0.23138699999981327,86054,67004
"192.168.1.177",57071,"34.120.158.37",443,23,4467,630,0,0,13,2542,10,1925,4035.593604,0.01665099999991071,1221308,924869
"192.168.1.177",57074,"34.98.75.36",443,41,9096,631,0,0,20,2478,21,6618,4053.449195,175.39038600000003,113,301
"192.168.1.177",57075,"62.183.170.50",80,32,3218,632,0,0,17,1375,15,1843,4053.474854,115.07334300000002,95,128
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57076,"2600:1901:0:92a9::",443,1,86,633,0,0,1,86,0,0,4053.729258,0,"",""
"192.168.1.177",57077,"34.160.144.191",443,41,9381,634,0,0,21,2857,20,6524,4053.986738,174.85322599999972,130,298
"192.168.1.62",52126,"192.168.1.177",7680,8,531,635,0,0,5,357,3,174,4054.885183,0.005998000000090542,476158,232077
"192.168.1.177",57078,"62.183.170.50",80,6,348,636,0,0,4,228,2,120,4055.936226,5.589987000000292,326,171
"192.168.1.177",57081,"149.154.167.99",443,33,15306,637,0,0,15,2774,18,12532,4076.111648,30.272374000000127,733,3311
"192.168.1.62",52136,"192.168.1.177",7680,8,531,638,0,0,5,357,3,174,4094.893978,0.012124999999741704,235546,114804
"192.168.1.177",57086,"162.55.83.113",443,244,51563,639,0,0,113,21662,131,29901,4121.534392,635.6458040000007,272,376
"192.168.1.62",52161,"192.168.1.177",7680,8,531,640,0,0,5,357,3,174,4134.900309,0.007814999999936845,365451,178119
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57089,"2a05:d014:58f:6200::64",80,5,430,641,0,0,5,430,0,0,4142.667827,15.025171999999657,228,0
"192.168.1.177",57090,"149.154.167.99",443,38,10859,642,0,0,21,3199,17,7660,4144.79985,260.391337,98,235
"192.168.1.177",57091,"149.154.167.99",443,55,126507,643,0,0,27,4441,28,122066,4144.919891,30.752874000000702,1155,31754
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57094,"2a05:d014:275:cb01::c8",80,5,430,644,0,0,5,430,0,0,4163.698953,15.033024999999725,228,0
"192.168.1.62",52189,"192.168.1.177",7680,8,531,645,0,0,5,357,3,174,4174.902229,0.005599000000074739,510091,248615
"192.168.1.177",57097,"3.72.140.173",80,15,1268,646,0,0,8,553,7,715,4184.747304,67.9612419999994,65,84
"192.168.1.177",57098,"3.72.140.173",443,22,2365,647,0,0,12,1230,10,1135,4184.801447,67.90709900000002,144,133
"192.168.1.177",57099,"149.154.167.99",443,47,74045,648,0,0,22,3383,25,70662,4188.17642,35.71662600000036,757,15827
"192.168.1.62",52229,"192.168.1.177",7680,8,531,649,0,0,5,357,3,174,4214.912285,0.009771999999429681,292263,142447
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57104,"2600:1901:1:c36::",443,1,86,650,0,0,1,86,0,0,4235.154006,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57106,"2600:1901:1:c36::",443,1,86,651,0,0,1,86,0,0,4235.404308,0,"",""
"192.168.1.177",57107,"35.186.224.25",443,489,53603,652,0,0,222,24742,267,28861,4235.466162,1919.7352520000004,103,120
"192.168.1.177",57108,"35.186.224.25",443,42,4002,653,0,0,21,1805,21,2197,4235.715145,660.0352320000002,21,26
"192.168.1.177",57109,"149.154.167.99",443,77,79141,654,0,0,21,3717,56,75424,4236.155939,30.374093999999786,978,19865
"192.168.1.62",52244,"192.168.1.177",7680,8,531,655,0,0,5,357,3,174,4254.914989,0.005967000000055123,478632,233283
"192.168.1.177",50154,"195.148.124.36",80,10,1226,656,0,0,6,504,4,722,4267.696821,0.0100189999993745,402435,576504
"192.168.1.177",50074,"188.166.241.168",80,10,1228,657,0,0,6,505,4,723,4274.437762,0.8343350000004648,4842,6932
"192.168.1.177",57114,"149.154.167.99",443,88,194042,658,0,0,38,5238,50,188804,4285.329094,32.31984400000056,1296,46733
"192.168.1.177",57115,"149.154.167.99",443,69,211325,659,0,0,32,4519,37,206806,4285.460218,30.451686999999765,1187,54330
"192.168.1.62",52258,"192.168.1.177",7680,8,531,660,0,0,5,357,3,174,4294.930982,0.008233000000473112,346896,169075
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57119,"2600:1901:1:81::",443,1,86,661,0,0,1,86,0,0,4304.787625,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57120,"2600:1901:1:81::",443,1,86,662,0,0,1,86,0,0,4305.040539,0,"",""
"192.168.1.177",57121,"35.186.224.17",443,48,5604,663,0,0,24,3064,24,2540,4305.10233,610.0867910000006,40,33
"192.168.1.177",57122,"35.186.224.17",443,28,3053,664,0,0,15,1477,13,1576,4305.353157,373.5292020000006,31,33
"192.168.1.177",57125,"34.120.52.64",443,778,1130619,665,0,0,229,19779,549,1110840,4328.365589,637.3150290000003,248,13943
"192.168.1.62",52268,"192.168.1.177",7680,8,531,666,0,0,5,357,3,174,4334.942456,0.008163999999851512,349828,170504
"192.168.1.62",52280,"192.168.1.177",7680,8,531,667,0,0,5,357,3,174,4374.958446,0.020019999999931315,142657,69530
"192.168.1.177",57135,"34.120.208.123",443,50,11501,668,0,0,23,4961,27,6540,4413.857733,170.84728199999972,232,306
"192.168.1.62",52295,"192.168.1.177",7680,8,531,669,0,0,5,357,3,174,4414.972602,0.00767100000030041,372311,181462
"192.168.1.177",57137,"62.165.155.56",443,27,8615,670,0,0,13,2143,14,6472,4431.613128,30.26806099999976,566,1710
"192.168.1.62",52306,"192.168.1.177",7680,8,531,671,0,0,5,357,3,174,4454.980737,0.005466000000524218,522502,254665
"192.168.1.62",52328,"192.168.1.177",7680,8,531,672,0,0,5,357,3,174,4494.989099,0.008325999999215128,343021,167187
"192.168.1.62",52344,"192.168.1.177",7680,8,531,673,0,0,5,357,3,174,4535.003827,0.006256000000576023,456521,222506
"192.168.1.177",57148,"149.154.167.99",443,37,10031,674,0,0,20,2464,17,7567,4535.837886,170.92485099999976,115,354
"192.168.1.62",52359,"192.168.1.177",7680,8,531,675,0,0,5,357,3,174,4575.008077,0.010097999999743479,282828,137849
"192.168.1.177",57153,"20.54.232.160",443,26,18561,676,0,0,14,7576,12,10985,4577.349075,126.10964299999978,480,696
"192.168.1.177",57154,"149.154.167.99",443,125,133624,677,0,0,78,82474,47,51150,4587.888553,36.24534800000038,18203,11289
"192.168.1.177",57157,"216.58.209.174",443,77,17306,678,0,0,37,5826,40,11480,4609.766979,360.15990899999997,129,254
"192.168.1.177",57159,"130.233.229.20",443,102,247713,679,0,0,38,5466,64,242247,4612.703842,6.650104000000283,6575,291420
"192.168.1.177",57160,"52.85.49.34",443,37,10038,680,0,0,19,2450,18,7588,4614.387824,170.1994420000001,115,356
"192.168.1.62",52368,"192.168.1.177",7680,8,531,681,0,0,5,357,3,174,4615.014115,0.009317000000010012,306536,149404
"192.168.1.177",57161,"130.233.229.20",443,17,4420,682,0,0,9,3003,8,1417,4615.308321,4.053803999999218,5926,2796
"192.168.1.177",57163,"130.233.229.20",443,338,553455,683,0,0,261,370562,77,182893,4622.923408,9.932678000000124,298458,147306
"192.168.1.62",52396,"192.168.1.177",7680,8,531,684,0,0,5,357,3,174,4655.030092,0.010099000000082015,282800,137835
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57169,"2600:1901:1:c36::",443,1,86,685,0,0,1,86,0,0,4678.897053,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57170,"2600:1901:1:c36::",443,1,86,686,0,0,1,86,0,0,4679.141562,0,"",""
"192.168.1.177",57171,"35.186.224.25",443,209,49918,687,0,0,102,36337,107,13581,4679.202811,1454.7987279999998,199,74
"192.168.1.177",57172,"35.186.224.25",443,42,4002,688,0,0,21,1805,21,2197,4679.451774,660.0331049999995,21,26
"192.168.1.177",57173,"34.120.208.123",443,36,6714,689,0,0,19,4029,17,2685,4683.172729,171.3420210000004,188,125
"192.168.1.177",57175,"130.233.229.20",443,85,273247,690,0,0,36,5815,49,267432,4687.941517,1.9123920000001817,24325,1118732
"192.168.1.177",57176,"149.154.167.99",443,49,25221,691,0,0,18,3571,31,21650,4688.295374,30.48617000000013,937,5681
"192.168.1.177",57177,"130.233.229.20",443,24,9174,692,0,0,11,4336,13,4838,4690.389305,0.16622600000027887,208679,232839
"192.168.1.177",57178,"130.233.229.20",443,19,4527,693,0,0,9,3002,10,1525,4690.413968,4.064280999999937,5909,3001
"192.168.1.62",52420,"192.168.1.177",7680,8,531,694,0,0,5,357,3,174,4695.041179,0.005858000000444008,487538,237623
"192.168.1.177",57181,"130.233.229.20",443,380,902864,695,0,0,277,371228,103,531636,4710.336917,10.670561000000816,278319,398581
"192.168.1.62",52542,"192.168.1.177",7680,8,531,696,0,0,5,357,3,174,4735.052211,0.008705999999619962,328049,159889
"192.168.1.177",57186,"34.149.100.209",443,42,9072,697,0,0,20,2109,22,6963,4736.924642,170.89124400000037,98,325
"192.168.1.177",57187,"34.117.237.239",443,32,4653,698,0,0,17,2758,15,1895,4739.918743,170.91421600000012,129,88
"192.168.1.177",57192,"149.154.167.99",443,42,11609,699,0,0,22,3472,20,8137,4774.317951,231.17352800000026,120,281
"192.168.1.177",57193,"149.154.167.99",443,42,35409,700,0,0,20,3679,22,31730,4774.442995,30.397783999999774,968,8350
"192.168.1.177",57197,"130.233.229.20",443,64,262321,701,0,0,20,4735,44,257586,4802.168719,1.9412339999998949,19513,1061535
"192.168.1.177",57198,"130.233.229.20",443,24,9177,702,0,0,11,4337,13,4840,4804.737814,0.11884600000030332,291940,325799
"192.168.1.177",57199,"130.233.229.20",443,17,4419,703,0,0,9,3002,8,1417,4804.770018,4.050841999999648,5928,2798
"192.168.1.177",57202,"130.233.229.20",443,334,550363,704,0,0,259,367947,75,182416,4811.613619,8.098542000000634,363469,180196
"192.168.1.177",57203,"149.154.167.99",443,85,114055,705,0,0,24,3895,61,110160,4817.255133,30.447121000000152,1023,28944
"192.168.1.177",57204,"149.154.167.99",443,82,178633,706,0,0,26,4195,56,174438,4818.290421,30.40194700000029,1103,45901
"192.168.1.177",57206,"130.233.229.20",443,17,4390,707,0,0,9,2973,8,1417,4827.769141,4.049740999999813,5872,2799
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57208,"2a00:1450:4026:805::200e",443,1,86,708,0,0,1,86,0,0,4840.613803,0,"",""
"192.168.1.177",57209,"216.58.210.174",443,1119,772988,709,0,0,411,198204,708,574784,4840.865954,553.0100680000005,2867,8314
"192.168.1.177",57210,"216.58.211.227",80,53,9902,710,0,0,29,4217,24,5685,4840.931197,158.432366,212,287
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57211,"2a00:1450:4026:802::2003",443,1,86,711,0,0,1,86,0,0,4841.122349,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57212,"2a00:1450:4026:804::2001",443,1,86,712,0,0,1,86,0,0,4841.122714,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57213,"2a00:1450:4026:805::2003",443,1,86,713,0,0,1,86,0,0,4841.131921,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57214,"2a00:1450:4026:808::2003",443,1,86,714,0,0,1,86,0,0,4841.162361,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57215,"2a00:1450:4026:808::2003",443,1,86,715,0,0,1,86,0,0,4841.162573,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57216,"2a00:1450:4026:802::2003",443,1,86,716,0,0,1,86,0,0,4841.221029,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57217,"2a00:1450:4026:802::2003",443,1,86,717,0,0,1,86,0,0,4841.222145,0,"",""
"192.168.1.177",57218,"216.58.209.163",443,461,797715,718,0,0,149,40210,312,757505,4841.374357,242.72443500000008,1325,24966
"192.168.1.177",57219,"216.58.210.129",443,47,32840,719,0,0,21,2784,26,30056,4841.37495,176.3721149999992,126,1363
"192.168.1.177",57220,"216.58.211.227",443,83,27305,720,0,0,35,4058,48,23247,4841.424128,174.27079099999992,186,1067
"192.168.1.177",57221,"216.58.211.227",443,38,9923,721,0,0,18,2420,20,7503,4841.424433,170.13543500000014,113,352
"192.168.1.177",57222,"216.58.211.227",443,71,59280,722,0,0,25,3157,46,56123,4841.424665,171.14159300000028,147,2623
"192.168.1.177",57223,"216.58.211.227",80,8,456,723,0,0,4,228,4,228,4841.449893,5.619518000000426,324,324
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57225,"2a00:1450:4026:805::200e",443,5,430,724,0,0,5,430,0,0,4846.680437,15.04154600000038,228,0
"192.168.1.177",57226,"216.58.210.174",443,21,9515,725,0,0,10,1489,11,8026,4846.934047,0.23779600000034407,50093,270012
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57227,"2a00:1450:4026:808::200d",443,1,86,726,0,0,1,86,0,0,4847.070057,0,"",""
"192.168.1.177",57228,"216.58.211.237",443,62,19870,727,0,0,28,9052,34,10818,4847.32256,171.66282800000045,421,504
"192.168.1.177",57229,"162.55.83.113",443,150,33069,728,0,0,75,13869,75,19200,4847.905006,285.13687800000025,389,538
"192.168.1.177",57232,"216.58.210.174",443,21,3574,729,0,0,11,2161,10,1413,4867.730504,0.02319100000022445,745461,487430
"192.168.1.177",50102,"195.148.124.36",80,10,1226,730,0,0,6,504,4,722,4869.512888,0.008925000000090222,451764,647170
"192.168.1.177",50086,"188.166.241.168",80,10,1228,731,0,0,6,505,4,723,4876.246455,0.8277409999991505,4880,6987
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57234,"2a00:1450:4026:808::200a",443,1,86,732,0,0,1,86,0,0,4883.512601,0,"",""
"192.168.1.177",57235,"216.58.210.138",443,51,19588,733,0,0,25,5322,26,14266,4883.764102,171.41029100000014,248,665
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57236,"2a00:1450:4026:808::200e",443,1,86,734,0,0,1,86,0,0,4883.82182,0,"",""
"192.168.1.177",57237,"149.154.167.99",443,37,24557,735,0,0,17,3517,20,21040,4883.920819,30.384503000000223,925,5539
"192.168.1.177",57238,"216.58.211.238",443,40,10384,736,0,0,21,3982,19,6402,4884.074933,170.31629200000043,187,300
"192.168.1.177",57240,"20.189.173.1",443,27,8571,737,0,0,14,2880,13,5691,4890.849788,0.988006999999925,23319,46080
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57246,"2a05:d014:275:cb02::c8",80,5,430,738,0,0,5,430,0,0,4935.14529,15.031348999999864,228,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57249,"2a05:d014:275:cb00::c8",80,5,430,739,0,0,5,430,0,0,4956.181729,15.030197000000044,228,0
"192.168.1.177",57252,"18.192.231.252",80,15,1268,740,0,0,8,553,7,715,4977.22558,66.72227599999951,66,85
"192.168.1.177",57253,"18.192.231.252",443,26,6538,741,0,0,13,1326,13,5212,4977.284539,66.66331699999955,159,625
"192.168.1.177",57254,"185.179.237.109",443,47,15410,742,0,0,20,5465,27,9945,4981.027711,15.055906999999934,2903,5284
"192.168.1.177",57257,"185.179.237.109",443,34,11437,743,0,0,16,6062,18,5375,5002.463068,7.531657999999879,6438,5709
"192.168.1.177",57258,"216.58.210.138",443,51,19258,744,0,0,24,3216,27,16042,5003.81415,175.32434899999953,146,731
"192.168.1.177",57260,"34.120.208.123",443,77,14119,745,0,0,35,8949,42,5170,5017.779239,248.695874,287,166
"192.168.1.177",57267,"130.233.229.20",443,86,210932,746,0,0,32,5425,54,205507,5073.207286,1.4322110000002795,30302,1147914
"192.168.1.177",57268,"130.233.229.20",443,31,56743,747,0,0,13,4543,18,52200,5075.982256,1.7757069999997839,20467,235173
"192.168.1.177",57269,"130.233.229.20",443,96,300916,748,0,0,26,7409,70,293507,5079.303012,6.441406999999344,9201,364525
"192.168.1.177",57270,"130.233.229.20",443,20,4526,749,0,0,10,3001,10,1525,5081.353564,4.333306999999877,5540,2815
"192.168.1.177",57271,"216.58.209.202",443,29,8980,750,0,0,14,2253,15,6727,5081.614819,0.23930899999959365,75316,224880
"192.168.1.177",57272,"130.233.229.20",443,20,4541,751,0,0,10,3099,10,1442,5081.672721,4.099893999999949,6046,2813
"192.168.1.177",57273,"130.233.229.20",443,22,7904,752,0,0,11,2523,11,5381,5081.673676,4.134349999999358,4882,10412
"192.168.1.177",57274,"130.233.229.20",443,23,7933,753,0,0,11,2497,12,5436,5081.674168,4.1605560000007245,4801,10452
"192.168.1.177",57275,"130.233.229.20",443,17,6185,754,0,0,9,1268,8,4917,5081.674753,5.685947999999371,1784,6918
"192.168.1.177",57276,"40.114.177.156",443,5,330,755,0,0,1,66,4,264,5081.696109,7.2609459999994215,72,290
"192.168.1.177",57277,"40.114.177.156",443,37,9936,756,0,0,16,2111,21,7825,5081.76572,20.179009999999835,836,3102
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57278,"2a00:1450:4026:803::2005",443,1,86,757,0,0,1,86,0,0,5081.99071,0,"",""
"192.168.1.177",57279,"216.58.209.197",443,38,9144,758,0,0,20,2543,18,6601,5082.276244,170.89118600000074,119,309
"192.168.1.177",57280,"216.58.211.227",80,38,5637,759,0,0,21,2470,17,3167,5082.320212,117.48281100000077,168,215
"192.168.1.177",57281,"216.58.211.227",443,7,462,760,0,0,1,66,6,396,5082.791961,30.99627000000055,17,102
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57282,"2a00:1450:4026:808::2005",443,1,86,761,0,0,1,86,0,0,5082.934819,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57283,"2a00:1450:4026:808::2005",443,1,86,762,0,0,1,86,0,0,5082.939815,0,"",""
"192.168.1.177",57284,"216.58.209.197",443,15,6724,763,0,0,9,1436,6,5288,5083.200562,0.050124000000323576,229191,843986
"192.168.1.177",57285,"216.58.209.197",443,3310,4582057,764,0,0,1057,406544,2253,4175513,5083.200731,320.7683910000005,10139,104137
"192.168.1.177",57286,"216.58.211.227",80,34,3143,765,0,0,17,1379,17,1764,5083.235061,115.49242400000003,95,122
"192.168.1.177",57287,"216.58.211.227",443,7,462,766,0,0,1,66,6,396,5083.6645,31.25849300000027,16,101
"192.168.1.177",57288,"216.58.209.202",443,27,4984,767,0,0,13,2774,14,2210,5083.789419,0.043932999999924505,505132,402430
"192.168.1.177",57290,"216.58.210.129",443,109,293816,768,0,0,39,4880,70,288936,5084.017735,185.56746799999928,210,12456
"192.168.1.177",57291,"216.58.211.227",443,7,462,769,0,0,1,66,6,396,5084.082159,31.119856000000254,16,101
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57292,"2a00:1450:4026:805::200e",443,5,430,770,0,0,5,430,0,0,5084.107932,15.037562999999864,228,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57293,"2a00:1450:4026:802::2003",443,1,86,771,0,0,1,86,0,0,5084.172645,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57294,"2a00:1450:4026:802::2003",443,1,86,772,0,0,1,86,0,0,5084.177256,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57295,"2a00:1450:4026:802::2003",443,1,86,773,0,0,1,86,0,0,5084.186738,0,"",""
"192.168.1.177",57296,"216.58.211.227",443,7,462,774,0,0,1,66,6,396,5084.256718,30.94496700000036,17,102
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57297,"2a00:1450:4026:804::2004",443,1,86,775,0,0,1,86,0,0,5084.359108,0,"",""
"192.168.1.177",57298,"216.58.210.174",443,19,9404,776,0,0,10,1488,9,7916,5084.40016,0.2308130000001256,51574,274369
"192.168.1.177",57299,"216.58.211.227",443,237,84972,777,0,0,99,10592,138,74380,5084.468862,319.50286400000005,265,1862
"192.168.1.177",57300,"216.58.211.228",443,98,52269,778,0,0,45,9066,53,43203,5084.616489,314.30342999999993,230,1099
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57301,"2a00:1450:4026:805::200a",443,1,86,779,0,0,1,86,0,0,5087.211197,0,"",""
"192.168.1.177",57302,"216.58.211.234",443,98,112270,780,0,0,42,7990,56,104280,5087.468167,173.74032100000022,367,4801
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57303,"2a00:1450:4026:805::200a",443,1,86,781,0,0,1,86,0,0,5087.611759,0,"",""
"192.168.1.177",57304,"216.58.211.234",443,52,19156,782,0,0,25,4739,27,14417,5087.87866,174.5663799999993,217,660
"192.168.1.177",57305,"216.58.211.237",443,44,10653,783,0,0,20,5929,24,4724,5088.466606,170.937594,277,221
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57306,"2a00:1450:4026:808::2001",443,1,86,784,0,0,1,86,0,0,5088.997729,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57307,"2a00:1450:4026:808::2001",443,1,86,785,0,0,1,86,0,0,5089.067455,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57308,"2a00:1450:4026:808::2001",443,5,430,786,0,0,5,430,0,0,5089.070787,15.032047000000603,228,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57309,"2a00:1450:4026:808::2001",443,5,430,787,0,0,5,430,0,0,5089.073955,15.028959000000214,228,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57310,"2a00:1450:4026:803::2001",443,1,86,788,0,0,1,86,0,0,5089.081885,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57311,"2a00:1450:4026:803::2001",443,1,86,789,0,0,1,86,0,0,5089.08393,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57312,"2a00:1450:4026:808::2001",443,5,430,790,0,0,5,430,0,0,5089.093156,15.024811000000227,228,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57313,"2a00:1450:4026:803::2001",443,1,86,791,0,0,1,86,0,0,5089.097458,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57314,"2a00:1450:4026:803::2001",443,1,86,792,0,0,1,86,0,0,5089.099122,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57315,"2a00:1450:4026:803::2001",443,1,86,793,0,0,1,86,0,0,5089.100198,0,"",""
"192.168.1.177",57316,"216.58.210.161",443,376,1216378,794,0,0,120,14702,256,1201676,5089.276807,304.5992150000002,386,31560
"192.168.1.177",57317,"216.58.210.129",443,18,11658,795,0,0,9,1446,9,10212,5089.355502,0.29152799999974377,39680,280233
"192.168.1.177",57318,"216.58.211.225",443,17,11604,796,0,0,9,1446,8,10158,5089.355687,0.11099800000010873,104218,732121
"192.168.1.177",57319,"216.58.211.225",443,19,11712,797,0,0,10,1500,9,10212,5089.355817,0.3180560000000696,37729,256860
"192.168.1.177",57320,"216.58.211.225",443,19,11712,798,0,0,10,1500,9,10212,5089.355965,0.3152120000004288,38069,259177
"192.168.1.177",57321,"216.58.211.225",443,17,11604,799,0,0,9,1446,8,10158,5089.356114,0.09200099999998201,125737,883294
"192.168.1.177",57322,"216.58.211.225",443,18,11659,800,0,0,9,1446,9,10213,5089.356241,0.3018449999999575,38324,270681
"192.168.1.177",57323,"216.58.211.225",443,18,11658,801,0,0,9,1446,9,10212,5089.356371,0.2952800000002753,39176,276672
"192.168.1.177",57324,"216.58.211.225",443,139,147075,802,0,0,62,7600,77,139475,5089.356498,304.82251799999995,199,3660
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57325,"2a00:1450:4026:808::200a",443,1,86,803,0,0,1,86,0,0,5090.020286,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57326,"2a00:1450:4026:804::200a",443,1,86,804,0,0,1,86,0,0,5090.17576,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57327,"2a00:1450:4026:808::200a",443,5,430,805,0,0,5,430,0,0,5090.196867,15.036184000000503,228,0
"192.168.1.177",57328,"216.58.209.170",443,255,262555,806,0,0,102,16394,153,246161,5090.278681,333.766791,392,5900
"192.168.1.177",57329,"216.58.211.234",443,17,12358,807,0,0,10,1504,7,10854,5090.4499,0.0387590000000273,310431,2240305
"192.168.1.177",57330,"216.58.210.170",443,36,14617,808,0,0,19,2654,17,11963,5090.450305,170.75818299999992,124,560
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57331,"2a00:1450:4026:808::200a",443,1,86,809,0,0,1,86,0,0,5090.485278,0,"",""
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57332,"2a00:1450:4026:804::200a",443,1,86,810,0,0,1,86,0,0,5090.530052,0,"",""
"192.168.1.177",57333,"216.58.209.170",443,181,36444,811,0,0,84,15326,97,21118,5090.749854,338.3393610000003,362,499
"192.168.1.177",57334,"216.58.210.170",443,41,17226,812,0,0,21,4297,20,12929,5090.7944,170.6398390000004,201,606
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57335,"2a00:1450:4026:808::200e",443,1,86,813,0,0,1,86,0,0,5091.023591,0,"",""
"192.168.1.177",57336,"216.58.211.238",443,106,49718,814,0,0,44,9783,62,39935,5091.292843,302.5831790000002,258,1055
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57337,"2a00:1450:4026:803::200a",443,5,430,815,0,0,5,430,0,0,5091.548492,15.02792700000009,228,0
"192.168.1.177",57338,"216.58.211.234",443,21,7425,816,0,0,10,1495,11,5930,5091.808826,0.9710299999997005,12316,48855
"192.168.1.177",57339,"54.77.70.157",443,35,8450,817,0,0,18,2652,17,5798,5093.546183,171.0239959999999,124,271
"192.168.1.177",57340,"192.229.221.95",80,32,3323,818,0,0,17,1376,15,1947,5093.70838,115.20419899999979,95,135
"192.168.1.177",57341,"91.195.247.8",443,45,8413,819,0,0,22,2771,23,5642,5093.821155,117.10359700000026,189,385
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57342,"2606:4700::6812:f65",80,5,430,820,0,0,5,430,0,0,5093.885819,15.021654000000126,229,0
"192.168.1.177",57343,"104.18.14.101",80,32,3296,821,0,0,17,1376,15,1920,5094.198797,115.72283299999981,95,132
"192.168.1.177",57344,"91.195.247.11",443,106,218693,822,0,0,31,7130,75,211563,5094.364273,21.07167699999991,2706,80321
"192.168.1.177",57345,"91.195.247.11",443,81,152395,823,0,0,26,4528,55,147867,5094.48149,20.955426999999872,1728,56450
"192.168.1.177",57346,"91.195.247.11",443,310,788930,824,0,0,82,11267,228,777663,5094.488822,55.646733999999924,1619,111799
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57347,"2a02:26f0:41:386::1e80",443,1,86,825,0,0,1,86,0,0,5094.521743,0,"",""
"192.168.1.177",57348,"104.76.24.246",443,71,130641,826,0,0,26,2808,45,127833,5094.781333,120.07508700000017,187,8516
